Gameday Weather,Gate,Payment Method,Product,Promotion,Season,Stand Location,Stand Number,Week,Weekday,Wining Team,Quantity
Sunny,8,Cash,Team Hat - Cap,No,2013,East,5,9,Sunday,Home,208.28
Sunny,8,Cash,Team Hat - Cap,No,2013,East,5,11,Sunday,Home,208.28
Sunny,8,Cash,Team Hat - Cap,No,2013,East,5,12,Sunday,Visitor,164
Sunny,8,Cash,Team Hat - Cap,No,2013,East,5,14,Sunday,Visitor,164
Sunny,8,Cash,Team Hat - Cap,No,2013,East,5,15,Sunday,Home,208.28
Sunny,8,Cash,Team Hat - Cap,No,2013,East,5,16,Sunday,Home,208.28
Sunny,8,Cash,Team Hat - Cap,No,2013,East,5,17,Sunday,Visitor,164
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,1,Sunday,Home,1498.6
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,3,Sunday,Home,1498.6
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,3,Sunday,Visitor,1180
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,5,Sunday,Visitor,1180
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,6,Sunday,Visitor,1180
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,7,Sunday,Visitor,1180
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,9,Sunday,Home,1498.6
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,11,Sunday,Home,1498.6
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,12,Sunday,Visitor,1180
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,14,Sunday,Visitor,1180
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,15,Sunday,Home,1498.6
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,16,Sunday,Home,1498.6
Sunny,8,Cash,Team Hat - Cap,No,2013,East,7,17,Sunday,Visitor,1180
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,1,Sunday,Home,455.93
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,3,Sunday,Home,455.93
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,3,Sunday,Visitor,359
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,5,Sunday,Visitor,359
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,6,Sunday,Visitor,359
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,7,Sunday,Visitor,359
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,9,Sunday,Home,455.93
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,11,Sunday,Home,455.93
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,12,Sunday,Visitor,359
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,14,Sunday,Visitor,359
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,15,Sunday,Home,455.93
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,16,Sunday,Home,455.93
Sunny,8,Cash,Team Hat - Cap,No,2013,West,2,17,Sunday,Visitor,359
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,1,Sunday,Home,621.03
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,3,Sunday,Home,621.03
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,3,Sunday,Visitor,489
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,5,Sunday,Visitor,489
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,6,Sunday,Visitor,489
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,7,Sunday,Visitor,489
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,9,Sunday,Home,621.03
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,11,Sunday,Home,621.03
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,12,Sunday,Visitor,489
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,14,Sunday,Visitor,489
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,15,Sunday,Home,621.03
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,16,Sunday,Home,621.03
Sunny,8,Cash,Team Hat - Cap,No,2013,West,4,17,Sunday,Visitor,489
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,1,Sunday,Home,885.19
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,3,Sunday,Home,885.19
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,3,Sunday,Visitor,697
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,5,Sunday,Visitor,697
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,6,Sunday,Visitor,697
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,7,Sunday,Visitor,697
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,9,Sunday,Home,885.19
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,11,Sunday,Home,885.19
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,12,Sunday,Visitor,697
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,14,Sunday,Visitor,697
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,15,Sunday,Home,885.19
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,16,Sunday,Home,885.19
Sunny,8,Cash,Team Hat - Cap,No,2013,West,5,17,Sunday,Visitor,697
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,1,Sunday,Home,491.49
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,3,Sunday,Home,491.49
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,3,Sunday,Visitor,387
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,5,Sunday,Visitor,387
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,6,Sunday,Visitor,387
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,7,Sunday,Visitor,387
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,9,Sunday,Home,491.49
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,11,Sunday,Home,491.49
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,12,Sunday,Visitor,387
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,14,Sunday,Visitor,387
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,15,Sunday,Home,491.49
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,16,Sunday,Home,491.49
Sunny,8,Cash,Team Hat - Cap,No,2013,West,6,17,Sunday,Visitor,387
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,1,Sunday,Home,880.11
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,3,Sunday,Home,880.11
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,3,Sunday,Visitor,693
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,5,Sunday,Visitor,693
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,6,Sunday,Visitor,693
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,7,Sunday,Visitor,693
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,9,Sunday,Home,880.11
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,11,Sunday,Home,880.11
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,12,Sunday,Visitor,693
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,14,Sunday,Visitor,693
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,15,Sunday,Home,880.11
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,16,Sunday,Home,880.11
Sunny,8,Cash,Team Hat - Cap,No,2013,West,7,17,Sunday,Visitor,693
Sunny,8,Cash,Team Hat - Cap,No,2014,North,8,1,Sunday,Home,1949.45
Sunny,8,Cash,Team Hat - Cap,No,2014,North,8,15,Sunday,Home,1949.45
Sunny,8,Cash,Team Hat - Cap,No,2014,North,2,1,Sunday,Home,2137.41
Sunny,8,Cash,Team Hat - Cap,No,2014,North,2,15,Sunday,Home,2137.41
Sunny,8,Cash,Team Hat - Cap,No,2014,North,6,1,Sunday,Home,1234.44
Sunny,8,Cash,Team Hat - Cap,No,2014,North,6,15,Sunday,Home,1234.44
Sunny,8,Cash,Team Hat - Cap,No,2014,South,3,1,Sunday,Home,490.22
Sunny,8,Cash,Team Hat - Cap,No,2014,South,3,15,Sunday,Home,490.22
Sunny,8,Cash,Team Hat - Cap,No,2014,South,5,1,Sunday,Home,562.61
Sunny,8,Cash,Team Hat - Cap,No,2014,South,5,15,Sunday,Home,562.61
Sunny,8,Cash,Team Hat - Cap,No,2014,East,1,1,Sunday,Home,2312.67
Sunny,8,Cash,Team Hat - Cap,No,2014,East,1,15,Sunday,Home,2312.67
Sunny,8,Cash,Team Hat - Cap,No,2014,East,2,1,Sunday,Home,1372.87
Sunny,8,Cash,Team Hat - Cap,No,2014,East,2,15,Sunday,Home,1372.87
Sunny,8,Cash,Team Hat - Cap,No,2014,East,3,1,Sunday,Home,669.29
Sunny,8,Cash,Team Hat - Cap,No,2014,East,3,15,Sunday,Home,669.29
Sunny,8,Cash,Team Hat - Cap,No,2014,East,4,1,Sunday,Home,1474.47
Sunny,8,Cash,Team Hat - Cap,No,2014,East,4,15,Sunday,Home,1474.47
Sunny,8,Cash,Team Hat - Cap,No,2014,East,5,1,Sunday,Home,208.28
Sunny,8,Cash,Team Hat - Cap,No,2014,East,5,15,Sunday,Home,208.28
Sunny,8,Cash,Team Hat - Cap,No,2014,East,7,1,Sunday,Home,1498.6
Sunny,8,Cash,Team Hat - Cap,No,2014,East,7,15,Sunday,Home,1498.6
Sunny,8,Cash,Team Hat - Cap,No,2014,West,2,1,Sunday,Home,455.93
Sunny,8,Cash,Team Hat - Cap,No,2014,West,2,15,Sunday,Home,455.93
Sunny,8,Cash,Team Hat - Cap,No,2014,West,4,1,Sunday,Home,621.03
Sunny,8,Cash,Team Hat - Cap,No,2014,West,4,15,Sunday,Home,621.03
Sunny,8,Cash,Team Hat - Cap,No,2014,West,5,1,Sunday,Home,885.19
Sunny,8,Cash,Team Hat - Cap,No,2014,West,5,15,Sunday,Home,885.19
Sunny,8,Cash,Team Hat - Cap,No,2014,West,6,1,Sunday,Home,491.49
Sunny,8,Cash,Team Hat - Cap,No,2014,West,6,15,Sunday,Home,491.49
Sunny,8,Cash,Team Hat - Cap,No,2014,West,7,1,Sunday,Home,880.11
Sunny,8,Cash,Team Hat - Cap,No,2014,West,7,15,Sunday,Home,880.11
Sunny,8,Cash,Jersey,No,2013,North,1,1,Sunday,Home,36.83
Sunny,8,Cash,Jersey,No,2013,North,1,3,Sunday,Home,36.83
Sunny,8,Cash,Jersey,No,2013,North,1,3,Sunday,Visitor,29
Sunny,8,Cash,Jersey,No,2013,North,1,5,Sunday,Visitor,29
Sunny,8,Cash,Jersey,No,2013,North,1,6,Sunday,Visitor,29
Sunny,8,Cash,Jersey,No,2013,North,1,7,Sunday,Visitor,29
Sunny,8,Cash,Jersey,No,2013,North,1,9,Sunday,Home,36.83
Sunny,8,Cash,Jersey,No,2013,North,1,11,Sunday,Home,36.83
Sunny,8,Cash,Jersey,No,2013,North,1,12,Sunday,Visitor,29
Sunny,8,Cash,Jersey,No,2013,North,1,14,Sunday,Visitor,29
Sunny,8,Cash,Jersey,No,2013,North,1,15,Sunday,Home,36.83
Sunny,8,Cash,Jersey,No,2013,North,1,16,Sunday,Home,36.83
Sunny,8,Cash,Jersey,No,2013,North,1,17,Sunday,Visitor,29
Sunny,8,Cash,Jersey,No,2013,North,4,1,Sunday,Home,388.62
Sunny,8,Cash,Jersey,No,2013,North,4,3,Sunday,Home,388.62
Sunny,8,Cash,Jersey,No,2013,North,4,3,Sunday,Visitor,306
Sunny,8,Cash,Jersey,No,2013,North,4,5,Sunday,Visitor,306
Sunny,8,Cash,Jersey,No,2013,North,4,6,Sunday,Visitor,306
Sunny,8,Cash,Jersey,No,2013,North,4,7,Sunday,Visitor,306
Sunny,8,Cash,Jersey,No,2013,North,4,9,Sunday,Home,388.62
Sunny,8,Cash,Jersey,No,2013,North,4,11,Sunday,Home,388.62
Sunny,8,Cash,Jersey,No,2013,North,4,12,Sunday,Visitor,306
Sunny,8,Cash,Jersey,No,2013,North,4,14,Sunday,Visitor,306
Sunny,8,Cash,Jersey,No,2013,North,4,15,Sunday,Home,388.62
Sunny,8,Cash,Jersey,No,2013,North,4,16,Sunday,Home,388.62
Sunny,8,Cash,Jersey,No,2013,North,4,17,Sunday,Visitor,306
Sunny,8,Cash,Jersey,No,2013,North,5,1,Sunday,Home,1715.77
Sunny,8,Cash,Jersey,No,2013,North,5,3,Sunday,Home,1715.77
Sunny,8,Cash,Jersey,No,2013,North,5,3,Sunday,Visitor,1351
Sunny,8,Cash,Jersey,No,2013,North,5,5,Sunday,Visitor,1351
Sunny,8,Cash,Jersey,No,2013,North,5,6,Sunday,Visitor,1351
Sunny,8,Cash,Jersey,No,2013,North,5,7,Sunday,Visitor,1351
Sunny,8,Cash,Jersey,No,2013,North,5,9,Sunday,Home,1715.77
Sunny,8,Cash,Jersey,No,2013,North,5,11,Sunday,Home,1715.77
Sunny,8,Cash,Jersey,No,2013,North,5,12,Sunday,Visitor,1351
Sunny,8,Cash,Jersey,No,2013,North,5,14,Sunday,Visitor,1351
Sunny,8,Cash,Jersey,No,2013,North,5,15,Sunday,Home,1715.77
Sunny,8,Cash,Jersey,No,2013,North,5,16,Sunday,Home,1715.77
Sunny,8,Cash,Jersey,No,2013,North,5,17,Sunday,Visitor,1351
Sunny,8,Cash,Jersey,No,2013,North,6,1,Sunday,Home,684.53
Sunny,8,Cash,Jersey,No,2013,North,6,3,Sunday,Home,684.53
Sunny,8,Cash,Jersey,No,2013,North,6,3,Sunday,Visitor,539
Sunny,8,Cash,Jersey,No,2013,North,6,5,Sunday,Visitor,539
Sunny,8,Cash,Jersey,No,2013,North,6,6,Sunday,Visitor,539
Sunny,8,Cash,Jersey,No,2013,North,6,7,Sunday,Visitor,539
Sunny,8,Cash,Jersey,No,2013,North,6,9,Sunday,Home,684.53
Sunny,8,Cash,Jersey,No,2013,North,6,11,Sunday,Home,684.53
Sunny,8,Cash,Jersey,No,2013,North,6,12,Sunday,Visitor,539
Sunny,8,Cash,Jersey,No,2013,North,6,14,Sunday,Visitor,539
Sunny,8,Cash,Jersey,No,2013,North,6,15,Sunday,Home,684.53
Sunny,8,Cash,Jersey,No,2013,North,6,16,Sunday,Home,684.53
Sunny,8,Cash,Jersey,No,2013,North,6,17,Sunday,Visitor,539
Sunny,8,Cash,Jersey,No,2013,North,7,1,Sunday,Home,2169.16
Sunny,8,Cash,Jersey,No,2013,North,7,3,Sunday,Home,2169.16
Sunny,8,Cash,Jersey,No,2013,North,7,3,Sunday,Visitor,1708
Sunny,8,Cash,Jersey,No,2013,North,7,5,Sunday,Visitor,1708
Sunny,8,Cash,Jersey,No,2013,North,7,6,Sunday,Visitor,1708
Sunny,8,Cash,Jersey,No,2013,North,7,7,Sunday,Visitor,1708
Sunny,8,Cash,Jersey,No,2013,North,7,9,Sunday,Home,2169.16
Sunny,8,Cash,Jersey,No,2013,North,7,11,Sunday,Home,2169.16
Sunny,8,Cash,Jersey,No,2013,North,7,12,Sunday,Visitor,1708
Sunny,8,Cash,Jersey,No,2013,North,7,14,Sunday,Visitor,1708
Sunny,8,Cash,Jersey,No,2013,North,7,15,Sunday,Home,2169.16
Sunny,8,Cash,Jersey,No,2013,North,7,16,Sunday,Home,2169.16
Sunny,8,Cash,Jersey,No,2013,North,7,17,Sunday,Visitor,1708
Sunny,8,Cash,Jersey,No,2013,South,3,1,Sunday,Home,2433.32
Sunny,8,Cash,Jersey,No,2013,South,3,3,Sunday,Home,2433.32
Sunny,8,Cash,Jersey,No,2013,South,3,3,Sunday,Visitor,1916
Sunny,8,Cash,Jersey,No,2013,South,3,5,Sunday,Visitor,1916
Sunny,8,Cash,Jersey,No,2013,South,3,6,Sunday,Visitor,1916
Sunny,8,Cash,Jersey,No,2013,South,3,7,Sunday,Visitor,1916
Sunny,8,Cash,Jersey,No,2013,South,3,9,Sunday,Home,2433.32
Sunny,8,Cash,Jersey,No,2013,South,3,11,Sunday,Home,2433.32
Sunny,8,Cash,Jersey,No,2013,South,3,12,Sunday,Visitor,1916
Sunny,8,Cash,Jersey,No,2013,South,3,14,Sunday,Visitor,1916
Sunny,8,Cash,Jersey,No,2013,South,3,15,Sunday,Home,2433.32
Sunny,8,Cash,Jersey,No,2013,South,3,16,Sunday,Home,2433.32
Sunny,8,Cash,Jersey,No,2013,South,3,17,Sunday,Visitor,1916
Sunny,8,Cash,Jersey,No,2013,South,4,1,Sunday,Home,2227.58
Sunny,8,Cash,Jersey,No,2013,South,4,3,Sunday,Home,2227.58
Sunny,8,Cash,Jersey,No,2013,South,4,3,Sunday,Visitor,1754
Sunny,8,Cash,Jersey,No,2013,South,4,5,Sunday,Visitor,1754
Sunny,8,Cash,Jersey,No,2013,South,4,6,Sunday,Visitor,1754
Sunny,8,Cash,Jersey,No,2013,South,4,7,Sunday,Visitor,1754
Sunny,8,Cash,Jersey,No,2013,South,4,9,Sunday,Home,2227.58
Sunny,8,Cash,Jersey,No,2013,South,4,11,Sunday,Home,2227.58
Sunny,8,Cash,Jersey,No,2013,South,4,12,Sunday,Visitor,1754
Sunny,8,Cash,Jersey,No,2013,South,4,14,Sunday,Visitor,1754
Sunny,8,Cash,Jersey,No,2013,South,4,15,Sunday,Home,2227.58
Sunny,8,Cash,Jersey,No,2013,South,4,16,Sunday,Home,2227.58
Sunny,8,Cash,Jersey,No,2013,South,4,17,Sunday,Visitor,1754
Sunny,8,Cash,Jersey,No,2013,South,5,1,Sunday,Home,845.82
Sunny,8,Cash,Jersey,No,2013,South,5,3,Sunday,Home,845.82
Sunny,8,Cash,Jersey,No,2013,South,5,3,Sunday,Visitor,666
Sunny,8,Cash,Jersey,No,2013,South,5,5,Sunday,Visitor,666
Sunny,8,Cash,Jersey,No,2013,South,5,6,Sunday,Visitor,666
Sunny,8,Cash,Jersey,No,2013,South,5,7,Sunday,Visitor,666
Sunny,8,Cash,Jersey,No,2013,South,5,9,Sunday,Home,845.82
Sunny,8,Cash,Jersey,No,2013,South,5,11,Sunday,Home,845.82
Sunny,8,Cash,Jersey,No,2013,South,5,12,Sunday,Visitor,666
Sunny,8,Cash,Jersey,No,2013,South,5,14,Sunday,Visitor,666
Sunny,8,Cash,Jersey,No,2013,South,5,15,Sunday,Home,845.82
Sunny,8,Cash,Jersey,No,2013,South,5,16,Sunday,Home,845.82
Sunny,8,Cash,Jersey,No,2013,South,5,17,Sunday,Visitor,666
Sunny,8,Cash,Jersey,No,2013,South,6,1,Sunday,Home,623.57
Sunny,8,Cash,Jersey,No,2013,South,6,3,Sunday,Home,623.57
Sunny,8,Cash,Jersey,No,2013,South,6,3,Sunday,Visitor,491
Sunny,8,Cash,Jersey,No,2013,South,6,5,Sunday,Visitor,491
Sunny,8,Cash,Jersey,No,2013,South,6,6,Sunday,Visitor,491
Sunny,8,Cash,Jersey,No,2013,South,6,7,Sunday,Visitor,491
Sunny,8,Cash,Jersey,No,2013,South,6,9,Sunday,Home,623.57
Sunny,8,Cash,Jersey,No,2013,South,6,11,Sunday,Home,623.57
Sunny,8,Cash,Jersey,No,2013,South,6,12,Sunday,Visitor,491
Sunny,8,Cash,Jersey,No,2013,South,6,14,Sunday,Visitor,491
Sunny,8,Cash,Jersey,No,2013,South,6,15,Sunday,Home,623.57
Sunny,8,Cash,Jersey,No,2013,South,6,16,Sunday,Home,623.57
Sunny,8,Cash,Jersey,No,2013,South,6,17,Sunday,Visitor,491
Sunny,8,Cash,Jersey,No,2013,South,7,1,Sunday,Home,2510.79
Sunny,8,Cash,Jersey,No,2013,South,7,3,Sunday,Home,2510.79
Sunny,8,Cash,Jersey,No,2013,South,7,3,Sunday,Visitor,1977
Sunny,8,Cash,Jersey,No,2013,South,7,5,Sunday,Visitor,1977
Sunny,8,Cash,Jersey,No,2013,South,7,6,Sunday,Visitor,1977
Sunny,8,Cash,Jersey,No,2013,South,7,7,Sunday,Visitor,1977
Sunny,8,Cash,Jersey,No,2013,South,7,9,Sunday,Home,2510.79
Sunny,8,Cash,Jersey,No,2013,South,7,11,Sunday,Home,2510.79
Sunny,8,Cash,Jersey,No,2013,South,7,12,Sunday,Visitor,1977
Sunny,8,Cash,Jersey,No,2013,South,7,14,Sunday,Visitor,1977
Sunny,8,Cash,Jersey,No,2013,South,7,15,Sunday,Home,2510.79
Sunny,8,Cash,Jersey,No,2013,South,7,16,Sunday,Home,2510.79
Sunny,8,Cash,Jersey,No,2013,South,7,17,Sunday,Visitor,1977
Sunny,8,Cash,Jersey,No,2013,East,3,1,Sunday,Home,1835.15
Sunny,8,Cash,Jersey,No,2013,East,3,3,Sunday,Home,1835.15
Sunny,8,Cash,Jersey,No,2013,East,3,3,Sunday,Visitor,1445
Sunny,8,Cash,Jersey,No,2013,East,3,5,Sunday,Visitor,1445
Sunny,8,Cash,Jersey,No,2013,East,3,6,Sunday,Visitor,1445
Sunny,8,Cash,Jersey,No,2013,East,3,7,Sunday,Visitor,1445
Sunny,8,Cash,Jersey,No,2013,East,3,9,Sunday,Home,1835.15
Sunny,8,Cash,Jersey,No,2013,East,3,11,Sunday,Home,1835.15
Sunny,8,Cash,Jersey,No,2013,East,3,12,Sunday,Visitor,1445
Sunny,8,Cash,Jersey,No,2013,East,3,14,Sunday,Visitor,1445
Sunny,8,Cash,Jersey,No,2013,East,3,15,Sunday,Home,1835.15
Sunny,8,Cash,Jersey,No,2013,East,3,16,Sunday,Home,1835.15
Sunny,8,Cash,Jersey,No,2013,East,3,17,Sunday,Visitor,1445
Sunny,8,Cash,Jersey,No,2013,East,4,1,Sunday,Home,563.88
Sunny,8,Cash,Jersey,No,2013,East,4,3,Sunday,Home,563.88
Sunny,8,Cash,Jersey,No,2013,East,4,3,Sunday,Visitor,444
Sunny,8,Cash,Jersey,No,2013,East,4,5,Sunday,Visitor,444
Sunny,8,Cash,Jersey,No,2013,East,4,6,Sunday,Visitor,444
Sunny,8,Cash,Jersey,No,2013,East,4,7,Sunday,Visitor,444
Sunny,8,Cash,Jersey,No,2013,East,4,9,Sunday,Home,563.88
Sunny,8,Cash,Jersey,No,2013,East,4,11,Sunday,Home,563.88
Sunny,8,Cash,Jersey,No,2013,East,4,12,Sunday,Visitor,444
Sunny,8,Cash,Jersey,No,2013,East,4,14,Sunday,Visitor,444
Sunny,8,Cash,Jersey,No,2013,East,4,15,Sunday,Home,563.88
Sunny,8,Cash,Jersey,No,2013,East,4,16,Sunday,Home,563.88
Sunny,8,Cash,Jersey,No,2013,East,4,17,Sunday,Visitor,444
Sunny,8,Cash,Jersey,No,2013,West,1,1,Sunday,Home,1802.13
Sunny,8,Cash,Jersey,No,2013,West,1,3,Sunday,Home,1802.13
Sunny,8,Cash,Jersey,No,2013,West,1,3,Sunday,Visitor,1419
Sunny,8,Cash,Jersey,No,2013,West,1,5,Sunday,Visitor,1419
Sunny,8,Cash,Jersey,No,2013,West,1,6,Sunday,Visitor,1419
Sunny,8,Cash,Jersey,No,2013,West,1,7,Sunday,Visitor,1419
Sunny,8,Cash,Jersey,No,2013,West,1,9,Sunday,Home,1802.13
Sunny,8,Cash,Jersey,No,2013,West,1,11,Sunday,Home,1802.13
Sunny,8,Cash,Jersey,No,2013,West,1,12,Sunday,Visitor,1419
Sunny,8,Cash,Jersey,No,2013,West,1,14,Sunday,Visitor,1419
Sunny,8,Cash,Jersey,No,2013,West,1,15,Sunday,Home,1802.13
Sunny,8,Cash,Jersey,No,2013,West,1,16,Sunday,Home,1802.13
Sunny,8,Cash,Jersey,No,2013,West,1,17,Sunday,Visitor,1419
Sunny,8,Cash,Jersey,No,2013,West,4,1,Sunday,Home,118.11
Sunny,8,Cash,Jersey,No,2013,West,4,3,Sunday,Home,118.11
Sunny,8,Cash,Jersey,No,2013,West,4,3,Sunday,Visitor,93
Sunny,8,Cash,Jersey,No,2013,West,4,5,Sunday,Visitor,93
Sunny,8,Cash,Jersey,No,2013,West,4,6,Sunday,Visitor,93
Sunny,8,Cash,Jersey,No,2013,West,4,7,Sunday,Visitor,93
Sunny,8,Cash,Jersey,No,2013,West,4,9,Sunday,Home,118.11
Sunny,8,Cash,Jersey,No,2013,West,4,11,Sunday,Home,118.11
Sunny,8,Cash,Jersey,No,2013,West,4,12,Sunday,Visitor,93
Sunny,8,Cash,Jersey,No,2013,West,4,14,Sunday,Visitor,93
Sunny,8,Cash,Jersey,No,2013,West,4,15,Sunday,Home,118.11
Sunny,8,Cash,Jersey,No,2013,West,4,16,Sunday,Home,118.11
Sunny,8,Cash,Jersey,No,2013,West,4,17,Sunday,Visitor,93
Sunny,8,Cash,Jersey,No,2013,West,5,1,Sunday,Home,2376.17
Sunny,8,Cash,Jersey,No,2013,West,5,3,Sunday,Home,2376.17
Sunny,8,Cash,Jersey,No,2013,West,5,3,Sunday,Visitor,1871
Sunny,8,Cash,Jersey,No,2013,West,5,5,Sunday,Visitor,1871
Sunny,8,Cash,Jersey,No,2013,West,5,6,Sunday,Visitor,1871
Sunny,8,Cash,Jersey,No,2013,West,5,7,Sunday,Visitor,1871
Sunny,8,Cash,Jersey,No,2013,West,5,9,Sunday,Home,2376.17
Sunny,8,Cash,Jersey,No,2013,West,5,11,Sunday,Home,2376.17
Sunny,8,Cash,Jersey,No,2013,West,5,12,Sunday,Visitor,1871
Sunny,8,Cash,Jersey,No,2013,West,5,14,Sunday,Visitor,1871
Sunny,8,Cash,Jersey,No,2013,West,5,15,Sunday,Home,2376.17
Sunny,8,Cash,Jersey,No,2013,West,5,16,Sunday,Home,2376.17
Sunny,8,Cash,Jersey,No,2013,West,5,17,Sunday,Visitor,1871
Sunny,8,Cash,Jersey,No,2013,West,6,1,Sunday,Home,1639.57
Sunny,8,Cash,Jersey,No,2013,West,6,3,Sunday,Home,1639.57
Sunny,8,Cash,Jersey,No,2013,West,6,3,Sunday,Visitor,1291
Sunny,8,Cash,Jersey,No,2013,West,6,5,Sunday,Visitor,1291
Sunny,8,Cash,Jersey,No,2013,West,6,6,Sunday,Visitor,1291
Sunny,8,Cash,Jersey,No,2013,West,6,7,Sunday,Visitor,1291
Sunny,8,Cash,Jersey,No,2013,West,6,9,Sunday,Home,1639.57
Sunny,8,Cash,Jersey,No,2013,West,6,11,Sunday,Home,1639.57
Sunny,8,Cash,Jersey,No,2013,West,6,12,Sunday,Visitor,1291
Sunny,8,Cash,Jersey,No,2013,West,6,14,Sunday,Visitor,1291
Sunny,8,Cash,Jersey,No,2013,West,6,15,Sunday,Home,1639.57
Sunny,8,Cash,Jersey,No,2013,West,6,16,Sunday,Home,1639.57
Sunny,8,Cash,Jersey,No,2013,West,6,17,Sunday,Visitor,1291
Sunny,8,Cash,Jersey,No,2014,North,1,1,Sunday,Home,36.83
Sunny,8,Cash,Jersey,No,2014,North,1,15,Sunday,Home,36.83
Sunny,8,Cash,Jersey,No,2014,North,4,1,Sunday,Home,388.62
Sunny,8,Cash,Jersey,No,2014,North,4,15,Sunday,Home,388.62
Sunny,8,Cash,Jersey,No,2014,North,5,1,Sunday,Home,1715.77
Sunny,8,Cash,Jersey,No,2014,North,5,15,Sunday,Home,1715.77
Sunny,8,Cash,Jersey,No,2014,North,6,1,Sunday,Home,684.53
Sunny,8,Cash,Jersey,No,2014,North,6,15,Sunday,Home,684.53
Sunny,8,Cash,Jersey,No,2014,North,7,1,Sunday,Home,2169.16
Sunny,8,Cash,Jersey,No,2014,North,7,15,Sunday,Home,2169.16
Sunny,8,Cash,Jersey,No,2014,South,3,1,Sunday,Home,2433.32
Sunny,8,Cash,Jersey,No,2014,South,3,15,Sunday,Home,2433.32
Sunny,8,Cash,Jersey,No,2014,South,4,1,Sunday,Home,2227.58
